"incubationID","sampleID","tripID","startDate","dateKilled","timeKilled","depth","t","durationInDays","durationSinceTimepointInDays","filtered","amendment","treatment","MeHg_ambient_ppt","MeHg_198_ppt","MeHg_204_ppt","MeHg_excess_DDL","MeHg_DOA","MeHg_198_above_DDL","bottleID_MeHg","HgT_ambient_ppt","HgT_198_ppt","HgT_204_ppt","HgT_excess_DDL","HgT_DOA","bottleID_HgT","percent_amb_MeHg","percent_198_MeHg","percent_204_MeHg"
"BLI20_MA_004","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-04","22:35",20.7,"t1",0.8625,0.8625,"no","molybdate","unfiltered-molybdate",0.673,0.024,0.939,0.006,"2021-01-13",TRUE,"MSC724AV",1.966,0.788,0.982,0.042,"2021-02-03","MSC724AV",34.2319430315361,3.04568527918782,95.6211812627291
"BLI20_MA_004","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-07","13:10",20.7,"t2",3.470139,2.607639,"no","molybdate","unfiltered-molybdate",0.868,0.103,0.873,0.011,"2021-01-15",TRUE,"MSC747AV",1.857,0.601,0.854,0.055,"2021-02-19","MSC747AV",46.7420570813139,17.1381031613977,102.224824355972
"BLI20_MA_005","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-04","01:58",20.7,"t0",0,0,"no","unamended","unfiltered-unamended",0.732,0.003,0.966,0.012,"2020-11-12",FALSE,"MSC590AR",2.767,0.699,0.921,0.086,"2021-02-22","MSC590AR",26.4546440187929,0.429184549356223,104.885993485342
"BLI20_MA_005","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-04","22:48",20.7,"t1",0.868056,0.868056,"no","unamended","unfiltered-unamended",0.771,0.078,0.895,0.012,"2020-11-12",TRUE,"MSC728AV",1.784,0.595,0.856,0.055,"2021-02-22","MSC728AV",43.2174887892377,13.109243697479,104.556074766355
"BLI20_MA_005","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-07","12:49",20.7,"t2",3.452083,2.584028,"no","unamended","unfiltered-unamended",0.616,0.188,0.614,0.009,"2021-01-14",TRUE,"MSC744AV",2.986,0.438,0.799,0.093,"2021-02-22","MSC744AV",20.629604822505,42.9223744292237,76.8460575719649
"BLI20_MA_006","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-04","02:01",20.7,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.827,-0.001,0.996,0.013,"2020-11-12",FALSE,"MSC591AR",1.767,0.763,0.897,0.055,"2021-02-22","MSC591AR",46.8024900962083,-0.131061598951507,111.036789297659
"BLI20_MA_006","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-04","22:50",20.7,"t1",0.867361,0.867361,"no","molybdate","unfiltered-molybdate",0.806,0.022,0.953,0.013,"2020-11-12",TRUE,"MSC729AV",1.692,0.678,0.861,0.058,"2021-02-23","MSC729AV",47.6359338061466,3.24483775811209,110.68524970964
"BLI20_MA_006","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-07","12:45",20.7,"t2",3.447222,2.579861,"no","molybdate","unfiltered-molybdate",1.675,0.099,0.963,0.021,"2021-01-15",TRUE,"MSC743AV",4.599,0.587,0.858,0.137,"2021-02-19","MSC743AV",36.4209610784953,16.8654173764906,112.237762237762
"BLI20_MA_007","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-04","01:50",20.7,"t0",0,0,"no","unamended","unfiltered-unamended",1.165,0.001,1.06,0.019,"2020-11-12",FALSE,"MSC588AR",2.344,0.688,0.884,0.08,"2021-02-23","MSC588AR",49.7013651877133,0.145348837209302,119.909502262443
"BLI20_MA_007","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-04","22:38",20.7,"t1",0.866667,0.866667,"no","unamended","unfiltered-unamended",0.536,0.06,0.702,0.008,"2021-01-14",TRUE,"MSC725AV",1.756,0.72,0.935,0.044,"2021-02-20","MSC725AV",30.5239179954442,8.33333333333333,75.0802139037433
"BLI20_MA_007","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-07","13:15",20.7,"t2",3.475694,2.609028,"no","unamended","unfiltered-unamended",0.759,0.231,0.807,0.012,"2020-11-12",TRUE,"MSC748AV",1.41,0.387,0.733,0.048,"2021-02-23","MSC748AV",53.8297872340426,59.6899224806202,110.095497953615
"BLI20_MA_008","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-04","01:26",20.7,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.775,-0.003,0.881,0.01,"2021-01-15",FALSE,"MSC582AR",1.728,0.865,0.888,0.052,"2021-02-19","MSC582AR",44.849537037037,-0.346820809248555,99.2117117117117
"BLI20_MA_008","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-04","22:20",20.7,"t1",0.870833,0.870833,"no","molybdate","unfiltered-molybdate",0.624,0.012,0.758,0.009,"2021-01-14",TRUE,"MSC720AV",1.916,0.748,0.842,0.048,"2021-02-20","MSC720AV",32.5678496868476,1.60427807486631,90.0237529691211
"BLI20_MA_008","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-07","13:30",20.7,"t2",3.502778,2.631944,"no","molybdate","unfiltered-molybdate",0.822,0.079,0.848,0.013,"2020-11-12",TRUE,"MSC572AV",1.735,0.625,0.76,0.059,"2021-02-23","MSC572AV",47.3775216138328,12.64,111.578947368421
"BLI20_MA_009","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-04","01:37",20.7,"t0",0,0,"yes","unamended","filtered-unamended",0.733,0,1.089,0.012,"2020-11-12",FALSE,"MSC584AR",2.734,0.776,0.954,0.093,"2021-02-23","MSC584AR",26.8105340160936,0,114.150943396226
"BLI20_MA_009","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-04","22:28",20.7,"t1",0.86875,0.86875,"yes","unamended","filtered-unamended",0.485,-0.001,0.72,0.007,"2021-01-14",FALSE,"MSC722AV",1.765,0.686,0.914,0.055,"2021-02-22","MSC722AV",27.4787535410765,-0.145772594752187,78.7746170678337
"BLI20_MA_009","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-07","13:23",20.7,"t2",3.490278,2.621528,"yes","unamended","filtered-unamended",0.28,0.001,0.417,0.004,"2021-01-14",FALSE,"MSC574AV",1.749,0.472,0.732,0.054,"2021-02-22","MSC574AV",16.0091480846198,0.211864406779661,56.9672131147541
"BLI20_MA_010","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-04","01:34",20.7,"t0",0,0,"yes","unamended","filtered-unamended",0.596,-0.001,0.891,0.005,"2021-01-13",FALSE,"MSC583AR",2.764,0.76,0.984,0.078,"2021-02-04","MSC583AR",21.5629522431259,-0.131578947368421,90.5487804878049
"BLI20_MA_010","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-04","22:23",20.7,"t1",0.867361,0.867361,"yes","unamended","filtered-unamended",0.46,0.002,0.746,0.007,"2021-01-14",FALSE,"MSC721AV",1.797,0.721,0.925,0.045,"2021-02-20","MSC721AV",25.5982192543127,0.277392510402219,80.6486486486486
"BLI20_MA_010","BLiMMP_sample_0046","BLiMMP_trip_010","2020-09-02","2020-09-07","13:27",20.7,"t2",3.495139,2.627778,"yes","unamended","filtered-unamended",0.259,0.002,0.419,0.004,"2021-01-14",FALSE,"MSC573AV",1.509,0.478,0.696,0.047,"2021-02-22","MSC573AV",17.1636845593108,0.418410041841004,60.2011494252874
"BLI20_MA_011","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","01:03",15.5,"t0",0,0,"no","unamended","unfiltered-unamended",0.456,0,0.934,0.007,"2020-11-12",FALSE,"MSC581AR",2.875,0.681,0.908,0.098,"2021-02-23","MSC581AR",15.8608695652174,0,102.863436123348
"BLI20_MA_011","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","20:32",15.5,"t1",0.811806,0.811806,"no","unamended","unfiltered-unamended",0.337,0.029,0.665,0.004,"2021-01-15",TRUE,"MSC702AV",1.346,0.627,0.813,0.034,"2021-02-20","MSC702AV",25.037147102526,4.62519936204147,81.7958179581796
"BLI20_MA_011","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-07","12:26",15.5,"t2",3.474306,2.6625,"no","unamended","unfiltered-unamended",0.307,0.081,0.563,0.005,"2021-01-14",TRUE,"MSC741AV",1.022,0.46,0.726,0.032,"2021-02-22","MSC741AV",30.0391389432485,17.6086956521739,77.5482093663912
"BLI20_MA_012","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","01:00",15.5,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.549,-0.003,0.911,0.007,"2021-01-15",FALSE,"MSC580AR",2.768,0.717,0.883,0.07,"2021-02-20","MSC580AR",19.8338150289017,-0.418410041841004,103.17100792752
"BLI20_MA_012","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","20:55",15.5,"t1",0.829861,0.829861,"no","molybdate","unfiltered-molybdate",0.426,0.02,0.754,0.006,"2021-01-14",TRUE,"MSC709AV",1.368,0.639,0.855,0.034,"2021-02-20","MSC709AV",31.140350877193,3.12989045383412,88.187134502924
"BLI20_MA_012","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-07","11:51",15.5,"t2",3.452083,2.622222,"no","molybdate","unfiltered-molybdate",0.533,0.065,0.822,0.008,"2020-11-12",TRUE,"MSC733AV",1.307,0.516,0.748,0.041,"2021-02-22","MSC733AV",40.7804131599082,12.5968992248062,109.893048128342
"BLI20_MA_013","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","00:50",15.5,"t0",0,0,"no","unamended","unfiltered-unamended",0.397,-0.001,0.787,0.005,"2021-01-15",FALSE,"MSC963AR",2.27,0.743,0.935,0.068,"2021-02-19","MSC963AR",17.488986784141,-0.134589502018843,84.1711229946524
"BLI20_MA_013","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","20:52",15.5,"t1",0.834722,0.834722,"no","unamended","unfiltered-unamended",0.39,0.049,0.739,0.005,"2021-01-15",TRUE,"MSC708AV",1.235,0.615,0.856,0.031,"2021-02-20","MSC708AV",31.5789473684211,7.96747967479675,86.3317757009346
"BLI20_MA_013","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-07","11:56",15.5,"t2",3.4625,2.627778,"no","unamended","unfiltered-unamended",0.425,0.142,0.703,0.007,"2020-11-12",TRUE,"MSC734AV",1.129,0.451,0.727,0.039,"2021-02-23","MSC734AV",37.643932683791,31.4855875831486,96.6987620357634
"BLI20_MA_014","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","00:54",15.5,"t0",0,0,"no","molybdate","unfiltered-molybdate",1.372,-0.002,0.811,0.02,"2021-01-14",FALSE,"MSC954AR",2.745,0.679,0.84,0.085,"2021-02-22","MSC954AR",49.9817850637523,-0.294550810014728,96.5476190476191
"BLI20_MA_014","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","20:36",15.5,"t1",0.820833,0.820833,"no","molybdate","unfiltered-molybdate",0.351,0.023,0.692,0.005,"2021-01-14",TRUE,"MSC703AV",1.434,0.584,0.815,0.045,"2021-02-22","MSC703AV",24.4769874476987,3.93835616438356,84.9079754601227
"BLI20_MA_014","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-07","12:16",15.5,"t2",3.473611,2.652778,"no","molybdate","unfiltered-molybdate",0.537,0.06,0.792,0.005,"2021-01-13",TRUE,"MSC739AV",1.231,0.49,0.695,0.026,"2021-02-03","MSC739AV",43.6230706742486,12.2448979591837,113.956834532374
"BLI20_MA_015","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","00:46",15.5,"t0",0,0,"no","unamended","unfiltered-unamended",0.564,0.002,0.803,0.008,"2021-01-14",FALSE,"MSC955AR",2.278,0.756,0.922,0.071,"2021-02-22","MSC955AR",24.7585601404741,0.264550264550265,87.0932754880694
"BLI20_MA_015","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","20:50",15.5,"t1",0.836111,0.836111,"no","unamended","unfiltered-unamended",0.35,0.051,0.746,0.004,"2021-01-15",TRUE,"MSC707AV",1.422,0.643,0.91,0.036,"2021-02-20","MSC707AV",24.6132208157525,7.93157076205288,81.978021978022
"BLI20_MA_015","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-07","12:05",15.5,"t2",3.471528,2.635417,"no","unamended","unfiltered-unamended",0.425,0.115,0.677,0.007,"2020-11-12",TRUE,"MSC736AV",1.151,0.441,0.705,0.039,"2021-02-23","MSC736AV",36.9244135534318,26.0770975056689,96.0283687943263
"BLI20_MA_016","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","00:37",15.5,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.42,-0.004,0.83,0.006,"2021-01-14",FALSE,"MSC967AR",2.569,0.789,0.918,0.08,"2021-02-22","MSC967AR",16.3487738419619,-0.506970849176172,90.4139433551198
"BLI20_MA_016","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","20:40",15.5,"t1",0.835417,0.835417,"no","molybdate","unfiltered-molybdate",0.37,0.019,0.707,0.005,"2021-01-14",TRUE,"MSC704AV",1.412,0.613,0.738,0.044,"2021-02-22","MSC704AV",26.2039660056657,3.09951060358891,95.7994579945799
"BLI20_MA_016","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-07","12:13",15.5,"t2",3.483333,2.647917,"no","molybdate","unfiltered-molybdate",0.476,0.047,0.782,0.006,"2021-01-15",TRUE,"MSC738AV",1.323,0.562,0.806,0.033,"2021-02-20","MSC738AV",35.978835978836,8.36298932384341,97.0223325062035
"BLI20_MA_017","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","00:42",15.5,"t0",0,0,"no","unamended","unfiltered-unamended",0.523,-0.001,0.839,0.008,"2020-11-12",FALSE,"MSC966AR",2.417,0.661,0.779,0.082,"2021-02-23","MSC966AR",21.6383947041787,-0.151285930408472,107.702182284981
"BLI20_MA_017","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","20:43",15.5,"t1",0.834028,0.834028,"no","unamended","unfiltered-unamended",0.366,0.035,0.57,0.005,"2021-01-14",TRUE,"MSC705AV",1.312,0.585,0.734,0.041,"2021-02-22","MSC705AV",27.8963414634146,5.98290598290598,77.6566757493188
"BLI20_MA_017","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-07","12:00",15.5,"t2",3.470833,2.636806,"no","unamended","unfiltered-unamended",0.431,0.113,0.611,0.007,"2020-11-12",TRUE,"MSC735AV",1.098,0.439,0.654,0.034,"2021-02-22","MSC735AV",39.2531876138434,25.7403189066059,93.4250764525994
"BLI20_MA_018","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","00:30",15.5,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.719,-0.001,0.957,0.007,"2021-01-13",FALSE,"MSC953AR",2.714,0.842,1.006,0.058,"2021-02-03","MSC953AR",26.4922623434046,-0.118764845605701,95.1292246520875
"BLI20_MA_018","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","20:28",15.5,"t1",0.831944,0.831944,"no","molybdate","unfiltered-molybdate",0.465,0.025,0.87,0.007,"2020-11-12",TRUE,"MSC701AV",1.315,0.634,0.794,0.045,"2021-02-23","MSC701AV",35.361216730038,3.94321766561514,109.571788413098
"BLI20_MA_018","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-07","12:22",15.5,"t2",3.494444,2.6625,"no","molybdate","unfiltered-molybdate",0.454,0.037,0.752,0.007,"2021-01-14",TRUE,"MSC740AV",1.187,0.628,0.815,0.03,"2021-02-20","MSC740AV",38.2476832350463,5.89171974522293,92.2699386503068
"BLI20_MA_019","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","00:25",15.5,"t0",0,0,"yes","unamended","filtered-unamended",0.363,0,0.823,0.003,"2021-01-13",FALSE,"MSC973AR",2.536,0.793,0.946,0.071,"2021-02-04","MSC973AR",14.313880126183,0,86.9978858350951
"BLI20_MA_019","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","20:21",15.5,"t1",0.830556,0.830556,"yes","unamended","filtered-unamended",0.331,0,0.765,0.004,"2021-01-15",FALSE,"MSC700AV",1.333,0.657,0.872,0.034,"2021-02-20","MSC700AV",24.8312078019505,0,87.7293577981651
"BLI20_MA_019","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-07","12:32",15.5,"t2",3.504861,2.674306,"yes","unamended","filtered-unamended",0.305,0.002,0.594,0.004,"2021-01-15",FALSE,"MSC742AV",0.941,0.56,0.765,0.028,"2021-02-19","MSC742AV",32.4123273113709,0.357142857142857,77.6470588235294
"BLI20_MA_020","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","00:21",15.5,"t0",0,0,"yes","unamended","filtered-unamended",0.374,-0.001,0.762,0.005,"2021-01-15",FALSE,"MSC957AR",1.949,0.855,0.843,0.058,"2021-02-19","MSC957AR",19.1893278604413,-0.116959064327485,90.3914590747331
"BLI20_MA_020","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-04","20:47",15.5,"t1",0.851389,0.851389,"yes","unamended","filtered-unamended",0.291,-0.001,0.558,0.004,"2021-01-14",FALSE,"MSC706AV",1.352,0.756,0.829,0.034,"2021-02-20","MSC706AV",21.5236686390533,-0.132275132275132,67.3100120627262
"BLI20_MA_020","BLiMMP_sample_0048","BLiMMP_trip_010","2020-09-02","2020-09-07","12:09",15.5,"t2",3.491667,2.640278,"yes","unamended","filtered-unamended",0.194,0.002,0.436,0.003,"2021-01-14",FALSE,"MSC737AV",1.363,0.667,0.748,0.034,"2021-02-20","MSC737AV",14.2333088774762,0.299850074962519,58.2887700534759
"BLI20_MA_021","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:53",11,"t0",0,0,"no","unamended","unfiltered-unamended",0.156,0,1.173,0.002,"2020-11-12",FALSE,"MSC962AR",1.809,0.674,1.054,0.056,"2021-02-22","MSC962AR",8.62354892205638,0,111.290322580645
"BLI20_MA_021","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:00",11,"t1",0.879861,0.879861,"no","unamended","unfiltered-unamended",0.168,0.005,1.092,0.003,"2020-11-12",TRUE,"MSC710AV",0.92,0.559,0.927,0.031,"2021-02-23","MSC710AV",18.2608695652174,0.894454382826476,117.799352750809
"BLI20_MA_021","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","10:38",11,"t2",3.447917,2.568056,"no","unamended","unfiltered-unamended",0.133,0.013,0.933,0.001,"2021-01-13",TRUE,"MSC593AR",0.828,0.404,0.811,0.018,"2021-02-03","MSC593AR",16.0628019323672,3.21782178217822,115.043156596794
"BLI20_MA_022","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:48",11,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.156,0.001,1.287,0.002,"2021-01-15",FALSE,"MSC970AR",1.461,0.812,1.169,0.037,"2021-02-20","MSC970AR",10.6776180698152,0.123152709359606,110.094097519247
"BLI20_MA_022","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:05",11,"t1",0.886806,0.886806,"no","molybdate","unfiltered-molybdate",0.09,0.004,0.94,0.001,"2021-01-14",TRUE,"MSC711AV",0.772,0.611,0.94,0.024,"2021-02-22","MSC711AV",11.6580310880829,0.654664484451719,100
"BLI20_MA_022","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","10:45",11,"t2",3.45625,2.569444,"no","molybdate","unfiltered-molybdate",0.121,0.005,1.02,0.002,"2021-01-15",TRUE,"MSC594AR",0.777,0.521,0.898,0.023,"2021-02-19","MSC594AR",15.5727155727156,0.959692898272553,113.58574610245
"BLI20_MA_023","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:43",11,"t0",0,0,"no","unamended","unfiltered-unamended",0.177,-0.001,1.232,0.003,"2020-11-12",FALSE,"MSC960AR",2.237,0.673,1.011,0.07,"2021-02-22","MSC960AR",7.91238265534197,-0.148588410104012,121.859545004946
"BLI20_MA_023","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:09",11,"t1",0.893056,0.893056,"no","unamended","unfiltered-unamended",0.158,0.002,0.876,0.002,"2021-01-14",TRUE,"MSC712AV",0.746,0.539,0.9,0.023,"2021-02-22","MSC712AV",21.1796246648794,0.371057513914657,97.3333333333333
"BLI20_MA_023","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","10:50",11,"t2",3.463194,2.570139,"no","unamended","unfiltered-unamended",0.133,0.015,0.954,0.002,"2020-11-12",TRUE,"MSC595AR",0.708,0.396,0.813,0.024,"2021-02-23","MSC595AR",18.7853107344633,3.78787878787879,117.343173431734
"BLI20_MA_024","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:37",11,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.169,0,0.991,0.002,"2021-01-15",FALSE,"MSC972AR",1.459,0.639,0.957,0.037,"2021-02-20","MSC972AR",11.5832762165867,0,103.55276907001
"BLI20_MA_024","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:12",11,"t1",0.899306,0.899306,"no","molybdate","unfiltered-molybdate",0.143,0.002,0.919,0.002,"2021-01-15",TRUE,"MSC713AV",0.88,0.552,0.866,0.022,"2021-02-20","MSC713AV",16.25,0.36231884057971,106.120092378753
"BLI20_MA_024","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","11:10",11,"t2",3.48125,2.581944,"no","molybdate","unfiltered-molybdate",0.174,0.006,0.931,0.003,"2020-11-12",TRUE,"MSC730AV",0.711,0.47,0.819,0.022,"2021-02-22","MSC730AV",24.4725738396624,1.27659574468085,113.675213675214
"BLI20_MA_025","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:35",11,"t0",0,0,"no","unamended","unfiltered-unamended",0.206,-0.001,1.131,0.003,"2021-01-15",FALSE,"MSC956AR",2.349,0.735,1.066,0.07,"2021-02-19","MSC956AR",8.76968922945934,-0.136054421768707,106.09756097561
"BLI20_MA_025","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:15",11,"t1",0.902778,0.902778,"no","unamended","unfiltered-unamended",0.229,0.005,1.02,0.004,"2020-11-12",TRUE,"MSC714AV",0.859,0.536,0.871,0.029,"2021-02-23","MSC714AV",26.6589057043073,0.932835820895522,117.106773823192
"BLI20_MA_025","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","10:54",11,"t2",3.471528,2.56875,"no","unamended","unfiltered-unamended",0.093,0.016,0.83,0.001,"2021-01-14",TRUE,"MSC596AR",0.762,0.478,0.89,0.024,"2021-02-22","MSC596AR",12.2047244094488,3.34728033472803,93.2584269662921
"BLI20_MA_026","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:29",11,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.172,0,1.043,0.003,"2020-11-12",FALSE,"MSC971AR",1.578,0.637,0.899,0.049,"2021-02-22","MSC971AR",10.8998732572877,0,116.017797552836
"BLI20_MA_026","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:21",11,"t1",0.911111,0.911111,"no","molybdate","unfiltered-molybdate",1.011,0.001,0.8,0.015,"2021-01-14",FALSE,"MSC716AV",0.758,0.522,0.776,0.024,"2021-02-22","MSC716AV",133.377308707124,0.191570881226054,103.092783505155
"BLI20_MA_026","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","11:00",11,"t2",3.479861,2.56875,"no","molybdate","unfiltered-molybdate",0.152,0.006,0.903,0.002,"2020-11-12",TRUE,"MSC598AR",0.756,0.46,0.768,0.026,"2021-02-23","MSC598AR",20.1058201058201,1.30434782608696,117.578125
"BLI20_MA_027","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:25",11,"t0",0,0,"no","unamended","unfiltered-unamended",0.182,0,0.985,0.002,"2021-01-15",FALSE,"MSC968AR",2.068,0.648,0.912,0.052,"2021-02-20","MSC968AR",8.80077369439072,0,108.004385964912
"BLI20_MA_027","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:18",11,"t1",0.911806,0.911806,"no","unamended","unfiltered-unamended",0.201,0.005,0.963,0.003,"2020-11-12",TRUE,"MSC715AV",0.918,0.494,0.805,0.031,"2021-02-23","MSC715AV",21.8954248366013,1.01214574898785,119.627329192547
"BLI20_MA_027","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","10:52",11,"t2",3.477083,2.565278,"no","unamended","unfiltered-unamended",1.912,0.009,0.737,0.028,"2021-01-14",FALSE,"MSC597AR",0.872,0.45,0.766,0.027,"2021-02-22","MSC597AR",219.266055045872,2,96.2140992167102
"BLI20_MA_028","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:20",11,"t0",0,0,"yes","unamended","filtered-unamended",0.176,-0.002,1.316,0.002,"2021-01-15",FALSE,"MSC965AR",1.219,0.974,1.176,0.036,"2021-02-19","MSC965AR",14.4380639868745,-0.205338809034908,111.904761904762
"BLI20_MA_028","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:25",11,"t1",0.920139,0.920139,"yes","unamended","filtered-unamended",0.081,0.001,0.903,0.001,"2021-01-14",TRUE,"MSC717AV",0.828,0.618,0.939,0.026,"2021-02-22","MSC717AV",9.78260869565217,0.161812297734628,96.1661341853035
"BLI20_MA_028","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","11:19",11,"t2",3.499306,2.579167,"yes","unamended","filtered-unamended",0.047,0.001,0.697,0.001,"2021-01-14",TRUE,"MSC731AV",0.933,0.582,0.764,0.029,"2021-02-22","MSC731AV",5.03751339764202,0.171821305841924,91.2303664921466
"BLI20_MA_029","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:15",11,"t0",0,0,"yes","unamended","filtered-unamended",1.162,0,1.16,0.018,"2020-11-12",FALSE,"MSC969AR",1.039,0.759,1.027,0.035,"2021-02-23","MSC969AR",111.838306063523,0,112.950340798442
"BLI20_MA_029","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:30",11,"t1",0.927083,0.927083,"yes","unamended","filtered-unamended",0.169,-0.002,0.838,0.002,"2021-01-13",FALSE,"MSC718AV",0.813,0.566,0.898,0.017,"2021-02-03","MSC718AV",20.7872078720787,-0.353356890459364,93.3184855233853
"BLI20_MA_029","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","11:05",11,"t2",3.493056,2.565972,"yes","unamended","filtered-unamended",0.141,-0.001,0.888,0.002,"2021-01-15",FALSE,"MSC599AR",0.8,0.521,0.793,0.024,"2021-02-19","MSC599AR",17.625,-0.191938579654511,111.979823455233
