"incubationID","sampleID","tripID","startDate","dateKilled","timeKilled","depth","t","durationInDays","durationSinceTimepointInDays","filtered","amendment","treatment","MeHg_ambient_ppt","MeHg_198_ppt","MeHg_204_ppt","MeHg_excess_DDL","MeHg_DOA","MeHg_198_above_DDL","bottleID_MeHg","HgT_ambient_ppt","HgT_198_ppt","HgT_204_ppt","HgT_excess_DDL","HgT_DOA","bottleID_HgT","percent_amb_MeHg","percent_198_MeHg","percent_204_MeHg"
"BLI20_MA_059","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:28",15.7,"t1",0.94375,0.94375,"no","unamended","unfiltered-unamended",0.497,0.024,1.316,0.005,"2020-10-29",TRUE,"MSC239AW",1.278,0.706,0.984,0.03,"2021-02-05","MSC239AW",38.8888888888889,3.39943342776204,133.739837398374
"BLI20_MA_060","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:14",15.7,"t0",0,0,"no","glucose","unfiltered-glucose",0.334,0.002,1.092,0.003,"2021-01-13",FALSE,"MSC203AW",1.148,0.771,1.02,0.025,"2021-02-03","MSC203AW",29.0940766550523,0.259403372243839,107.058823529412
"BLI20_MA_060","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:55",15.7,"t1",0.986806,0.986806,"no","glucose","unfiltered-glucose",0.467,0.021,1.263,0.005,"2020-10-30",TRUE,"MSC248AW",1.315,0.785,1.063,0.039,"2021-02-19","MSC248AW",35.5133079847909,2.67515923566879,118.814675446849
"BLI20_MA_061","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:09",15.7,"t0",0,0,"yes","unamended","filtered-unamended",0.339,0.001,1.143,0.003,"2021-01-13",FALSE,"MSC202AW",1.026,0.915,1.125,0.022,"2021-02-03","MSC202AW",33.0409356725146,0.109289617486339,101.6
"BLI20_MA_061","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","19:58",15.7,"t1",0.992361,0.992361,"yes","unamended","filtered-unamended",0.296,0,1.033,0.003,"2021-01-13",FALSE,"MSC249AW",1.109,0.512,0.89,0.024,"2021-02-03","MSC249AW",26.6907123534716,0,116.067415730337
"BLI20_MA_062","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-12","20:05",15.7,"t0",0,0,"yes","unamended","filtered-unamended",0.307,0.002,1.123,0.003,"2021-01-13",FALSE,"MSC201AW",1.192,0.811,1.042,0.026,"2021-02-03","MSC201AW",25.755033557047,0.246609124537608,107.773512476008
"BLI20_MA_062","BLiMMP_sample_0064","BLiMMP_trip_013","2020-10-10","2020-10-13","20:02",15.7,"t1",0.997917,0.997917,"yes","unamended","filtered-unamended",0.358,0.003,1.132,0.003,"2020-10-30",TRUE,"MSC250AW",1.081,0.572,0.957,0.032,"2021-02-19","MSC250AW",33.1174838112858,0.524475524475524,118.28631138976
"BLI20_MA_063","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-11","20:06",10.8,"t0",0,0,"no","unamended","unfiltered-unamended",0.081,0.003,0.886,0.00149249441165179,"2022-01-12",TRUE,"MSC806BC",0.877155085714386,0.444368902889467,0.818036677608399,0.0243860472850059,"2022-02-18","MSC805BC",9.23439894714066,0.675114748240209,108.308102100055
"BLI20_MA_063","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-12","16:21",10.8,"t1",0.84375,0.84375,"no","unamended","unfiltered-unamended",0.112,0.001,0.924,0.00205594955790532,"2022-01-12",FALSE,"MSC877BC",3.05047489537663,0.361458527449693,0.713836061759536,0.0848071524088503,"2022-02-18","MSC876BC",3.67155947323971,0.27665691194384,129.441485167117
"BLI20_MA_063","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-13","16:55",10.8,"t2",1.867361,1.023611,"no","unamended","unfiltered-unamended",0.109,0.003,0.918,0.00220733085294487,"2022-01-05",TRUE,"MSC931BC",0.986280261873664,0.375298144853362,0.746125612378189,0.0227313842124105,"2022-02-17","MSC930BC",11.0516254064468,0.799364462931777,123.03558338843
"BLI20_MA_064","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-11","20:00",10.8,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.122,0.001,0.962,0.00253023785500658,"2022-01-19",FALSE,"MSC804BC",0.927486328063761,0.471302355153042,0.821560303195486,0.0225315819967246,"2022-02-15","MSC803BC",13.1538327098244,0.212178018859099,117.094265175456
"BLI20_MA_064","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-12","16:24",10.8,"t1",0.85,0.85,"no","molybdate","unfiltered-molybdate",0.089,0.001,0.868,0.0018071551756232,"2022-01-05",FALSE,"MSC879BC",2.19866090212706,0.37105291845426,0.675504451887735,0.0648511437016596,"2022-02-17","MSC878BC",4.04791843589424,0.269503337735712,128.496562468882
"BLI20_MA_064","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-13","16:52",10.8,"t2",1.869444,1.019444,"no","molybdate","unfiltered-molybdate",0.068,0.002,0.796,0.00137587937843894,"2022-01-05",TRUE,"MSC929BC",2.14013820203619,0.37927324613735,0.698070584451474,0.0547961301098571,"2022-02-16","MSC928BC",3.1773648979913,0.527324302562517,114.028583603115
"BLI20_MA_065","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-11","19:51",10.8,"t0",0,0,"no","unamended","unfiltered-unamended",0.081,-0.002,0.966,0.00202095894832613,"2022-01-04",FALSE,"MSC802BC",2.03666368252195,0.452907785030924,0.820252304855376,0.0600729148453056,"2022-02-17","MSC801BC",3.97709257032068,-0.44159099624738,117.768641951006
"BLI20_MA_065","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-12","16:31",10.8,"t1",0.861111,0.861111,"no","unamended","unfiltered-unamended",0.068,0.002,0.909,0.00124466203818711,"2022-01-12",TRUE,"MSC881BC",2.00722401570858,0.431463179392645,0.762587740491033,0.0519628417314174,"2022-02-18","MSC880BC",3.38776337209152,0.463538975171723,119.199398539333
"BLI20_MA_065","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-13","16:48",10.8,"t2",1.872917,1.011806,"no","unamended","unfiltered-unamended",0.076,-0.001,0.887,0.00177087031267075,"2022-01-11",FALSE,"MSC927BC",2.16789363120244,0.391803958621966,0.723134751919971,0.0526650060854124,"2022-02-15","MSC926BC",3.50570705620119,-0.255229682598704,122.660402870275
"BLI20_MA_066","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-11","20:11",10.8,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.189,-0.001,0.945,0.00392453373765613,"2022-01-19",FALSE,"MSC808BC",1.62082031317269,0.441231505459372,0.823138961650594,0.0373560038685304,"2022-02-17","MSC807BC",11.6607620514109,-0.226638394499705,114.804430846651
"BLI20_MA_066","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-12","16:34",10.8,"t1",0.849306,0.849306,"no","molybdate","unfiltered-molybdate",0.017,0,0.827,0.000407770643271077,"2022-01-11",FALSE,"MSC883BC",0.741170600955374,0.42003581823747,0.84110099552281,0.0180053825740487,"2022-02-15","MSC882BC",2.29366895800871,0,98.3235074506071
"BLI20_MA_066","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-13","16:45",10.8,"t2",1.856944,1.007639,"no","molybdate","unfiltered-molybdate",0.054,0,0.82,0.00099261685043305,"2022-01-12",FALSE,"MSC925BC",1.7927749315073,0.341466493612543,0.769548058650264,0.04641120238544,"2022-02-18","MSC924BC",3.01209031044397,0,106.556048161336
"BLI20_MA_067","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-11","20:16",10.8,"t0",0,0,"no","unamended","unfiltered-unamended",0.086,0,1.099,0.00174980823692429,"2022-01-05",FALSE,"MSC810BC",0.917894039154396,0.455057127085852,0.888585912527402,0.0222985549023535,"2022-02-15","MSC809BC",9.36927317658877,0,123.67965601369
"BLI20_MA_067","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-12","16:17",10.8,"t1",0.834028,0.834028,"no","unamended","unfiltered-unamended",0.065,0,0.918,0.00119744680987286,"2022-01-12",FALSE,"MSC875BC",3.2428777966014,0.369381795946731,0.81638948947124,0.090156202221653,"2022-02-18","MSC874BC",2.00439252037562,0,112.446327621706
"BLI20_MA_067","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-13","16:59",10.8,"t2",1.863194,1.029167,"no","unamended","unfiltered-unamended",0.239,0,0.869,0.00439834706390182,"2022-01-12",FALSE,"MSC933BC",2.9987291946906,0.383371571132804,0.955159714799491,0.0773760452539714,"2022-04-26","MSC932BC",7.97004279089828,0,90.9795489210328
"BLI20_MA_068","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-11","20:27",10.8,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.143,0,0.918,0.00290929054491927,"2022-01-05",FALSE,"MSC814BC",1.95436806831888,0.341430700957419,0.793761992284144,0.0450434761505077,"2022-02-17","MSC813BC",7.31694312438326,0,115.651795994709
"BLI20_MA_068","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-12","16:08",10.8,"t1",0.820139,0.820139,"no","molybdate","unfiltered-molybdate",0.049,0.001,0.876,0.00114471562504527,"2022-01-11",FALSE,"MSC869BC",2.10260119410121,0.316997475523701,0.705072257880725,0.0538350320047054,"2022-02-16","MSC868BC",2.33044669324208,0.3154599254609,124.242585098021
"BLI20_MA_068","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-13","17:09",10.8,"t2",1.8625,1.042361,"no","molybdate","unfiltered-molybdate",0.131,-0.007,0.81,0.00272537221392073,"2022-01-19",FALSE,"MSC941BC",2.64016276144996,0.301620983717925,0.725630606200919,0.0778735704414083,"2022-02-17","MSC940BC",4.96181530596452,-2.32079343874376,111.627044542788
"BLI20_MA_069","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-11","20:32",10.8,"t0",0,0,"no","unamended","unfiltered-unamended",0.205,0,0.981,0.00511343778082491,"2022-01-04",FALSE,"MSC816BC",2.07389587186703,0.378036816304974,0.827570003930383,0.0477983040950079,"2022-02-17","MSC815BC",9.88477786087922,0,118.539820841854
"BLI20_MA_069","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-12","16:11",10.8,"t1",0.81875,0.81875,"no","unamended","unfiltered-unamended",0.1,0.001,0.84,0.00233476264519467,"2022-01-11",FALSE,"MSC871BC",2.87213992526804,0.278779557231602,0.691748206359632,0.073538313034628,"2022-02-16","MSC870BC",3.48172451906804,0.358706359221752,121.431467733115
"BLI20_MA_069","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-13","17:04",10.8,"t2",1.855556,1.036806,"no","unamended","unfiltered-unamended",0.116,0.002,0.848,0.00234855278120616,"2022-01-05",TRUE,"MSC937BC",2.41763564019129,0.283011206654159,0.763624811824566,0.0619011786117866,"2022-02-16","MSC936BC",4.79807618946342,0.706685796525368,111.04929893174
"BLI20_MA_070","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-11","20:21",10.8,"t0",0,0,"no","molybdate","unfiltered-molybdate",-0.031,0.002,0.958,-0.000717881167790502,"2022-01-11",TRUE,"MSC812BC",0.643390338131808,0.41742160997753,0.882664565431442,0.0156299901366531,"2022-02-15","MSC811BC",-4.81822591399394,0.479131878224431,108.535001575795
"BLI20_MA_070","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-12","16:15",10.8,"t1",0.829167,0.829167,"no","molybdate","unfiltered-molybdate",0.067,0.001,0.838,0.00139519841398537,"2022-01-19",FALSE,"MSC873BC",2.07116117113786,0.349766026799737,0.786920594036829,0.0477352758307469,"2022-02-17","MSC872BC",3.23490035124555,0.28590541201206,106.491049586228
"BLI20_MA_070","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-13","17:01",10.8,"t2",1.861111,1.031944,"no","molybdate","unfiltered-molybdate",0.061,0,0.881,0.00127016667398681,"2022-01-19",FALSE,"MSC935BC",0.703599678473738,0.343486244852687,0.849298882357703,0.0170926658094202,"2022-02-15","MSC934BC",8.66970265425965,0,103.732622084029
"BLI20_MA_071","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-11","20:37",10.8,"t0",0,0,"yes","unamended","filtered-unamended",0.035,0.001,0.983,0.000428341764342245,"2021-12-14",TRUE,"MSC818BC",0.757472870616024,0.38737597731716,0.952372244835435,0.0195450310148758,"2022-04-26","MSC817BC",4.62062753106072,0.25814713832429,103.215943695404
"BLI20_MA_071","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-12","16:05",10.8,"t1",0.811111,0.811111,"yes","unamended","filtered-unamended",0.021,-0.001,0.792,0.000385384468707,"2022-01-12",FALSE,"MSC867BC",4.33366101362355,0.198541447407122,0.598865537528763,0.112189441540255,"2022-02-18","MSC866BC",0.484578741484005,-0.503673169033283,132.25005453949
"BLI20_MA_071","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-13","17:06",10.8,"t2",1.853472,1.042361,"yes","unamended","filtered-unamended",0.033,-0.001,0.869,0.000610487979979785,"2022-01-12",FALSE,"MSC939BC",2.535766394678,0.207272816218494,0.700263793767511,0.070497589549953,"2022-02-18","MSC938BC",1.30138170729211,-0.482455933317305,124.096091749177
"BLI20_MA_072","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-11","20:42",10.8,"t0",0,0,"yes","unamended","filtered-unamended",0.009,0,0.983,0.000192413252015899,"2022-01-05",FALSE,"MSC820BC",0.825818741974498,0.26747191560615,0.628944138651389,0.0243581399275807,"2022-02-17","MSC819BC",1.08982753024972,0,156.293689628429
"BLI20_MA_072","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-12","16:02",10.8,"t1",0.805556,0.805556,"yes","unamended","filtered-unamended",-0.049,0.002,0.805,-0.00114671052031191,"2022-01-11",TRUE,"MSC865BC",5.23138050621862,0.230878690606998,0.618084293870402,0.120570718937699,"2022-02-17","MSC864BC",-0.936655246961161,0.86625577905949,130.24113506576
"BLI20_MA_072","BLiMMP_sample_0073","BLiMMP_trip_015","2021-09-10","2021-09-13","17:12",10.8,"t2",1.854167,1.048611,"yes","unamended","filtered-unamended",0.038,0,0.789,0.000796158950623942,"2022-01-19",FALSE,"MSC943BC",2.62723370028627,0.213290412629511,0.667529282097823,0.0605514081195817,"2022-02-17","MSC942BC",1.44638826747158,0,118.197062085491
"BLI20_MA_073","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-11","21:16",11.9,"t0",0,0,"no","unamended","unfiltered-unamended",0.257,0.002,0.736,0.00535456408045591,"2022-01-19",FALSE,"MSC825BC",3.26245685392266,0.746827584637906,0.753624402950892,0.0751917716390712,"2022-02-17","MSC824BC",7.8774988147657,0.267799428025906,97.6613810696839
"BLI20_MA_073","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-12","17:11",11.9,"t1",0.829861,0.829861,"no","unamended","unfiltered-unamended",0.329,0.004,0.593,0.00605169245695109,"2022-01-12",FALSE,"MSC901BC",2.75776859679036,0.734864394430411,0.740937341638848,0.0713928749384271,"2022-02-18","MSC900BC",11.9299349620163,0.544318112336954,80.0337581432147
"BLI20_MA_073","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-13","17:22",11.9,"t2",1.8375,1.007639,"no","unamended","unfiltered-unamended",0.175,0.002,0.477,0.00410852271962169,"2022-01-11",FALSE,"MSC947BC",2.83256997851167,0.698478700374816,0.693995081734534,0.0652839147036848,"2022-02-17","MSC946BC",6.17813509737015,0.2863365767527,68.7324755685317
"BLI20_MA_074","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-11","21:22",11.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.353,-0.001,0.851,0.00649864124075259,"2022-01-12",FALSE,"MSC827BC",0.879652706518317,0.779029189524358,0.787789198526341,0.0227723731928786,"2022-02-18","MSC826BC",40.1294735279314,-0.128364894852086,108.023821803079
"BLI20_MA_074","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-12","17:08",11.9,"t1",0.823611,0.823611,"no","molybdate","unfiltered-molybdate",0.237,0.002,0.736,0.00436088422490115,"2022-01-12",FALSE,"MSC899BC",3.09877517254052,0.75826754504925,0.74517879544602,0.0861499626621115,"2022-02-18","MSC898BC",7.64818313055272,0.263759145839494,98.7682425342597
"BLI20_MA_074","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-13","17:25",11.9,"t2",1.835417,1.011806,"no","molybdate","unfiltered-molybdate",0.232,0.001,0.679,0.00481775076749286,"2022-01-19",FALSE,"MSC949BC",3.4407545791281,0.844024946408817,0.843109308189648,0.0835868320475134,"2022-02-15","MSC948BC",6.74270700407785,0.118479910369336,80.5352275682937
"BLI20_MA_075","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-11","21:28",11.9,"t0",0,0,"no","unamended","unfiltered-unamended",3.974,0.013,0.821,0.0806531415094454,"2022-01-05",FALSE,"MSC829BC",0.882145364646016,0.865246234841086,0.8181206497117,0.021430106315471,"2022-02-15","MSC828BC",450.492646593986,1.50246247559663,100.351946902858
"BLI20_MA_075","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-12","17:03",11.9,"t1",0.815972,0.815972,"no","unamended","unfiltered-unamended",0.162,0.016,0.649,0.00379519120104008,"2022-01-11",TRUE,"MSC897BC",2.93820184900448,0.760516816700857,0.74707156727097,0.0866644556920673,"2022-02-17","MSC896BC",5.51357627301503,2.10383250555963,86.8725338284226
"BLI20_MA_075","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-13","17:31",11.9,"t2",1.835417,1.019444,"no","unamended","unfiltered-unamended",0.26,0.031,0.544,0.00541668196905657,"2022-01-19",TRUE,"MSC953BC",3.01709343760355,0.792512677263017,0.800730565134616,0.0695367359421957,"2022-02-17","MSC952BC",8.6175653945446,3.91160935204974,67.9379586201439
"BLI20_MA_076","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-11","21:12",11.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.192,0.002,0.697,0.00450285188331822,"2022-01-11",FALSE,"MSC823BC",2.86808631980483,0.657632048704869,0.648062909925491,0.0845963458460035,"2022-02-17","MSC822BC",6.69435918557239,0.304121431420316,107.551286969985
"BLI20_MA_076","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-12","17:14",11.9,"t1",0.834722,0.834722,"no","molybdate","unfiltered-molybdate",0.445,0.002,0.641,0.0090349785620416,"2022-01-05",FALSE,"MSC903BC",3.5291343605522,0.690846074330708,0.704799301793121,0.081338045774668,"2022-02-17","MSC902BC",12.6093243990396,0.289500088994151,90.9478767032253
"BLI20_MA_076","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-13","17:19",11.9,"t2",1.838194,1.003472,"no","molybdate","unfiltered-molybdate",0.264,-0.002,0.625,0.00485189358907783,"2022-01-12",FALSE,"MSC945BC",3.20325640036586,0.647999650830915,0.626770868246,0.0829256246710464,"2022-02-18","MSC944BC",8.24161312749887,-0.308642141617738,99.7174616218275
"BLI20_MA_077","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-11","21:38",11.9,"t0",0,0,"no","unamended","unfiltered-unamended",0.254,0.003,0.835,0.00515446371487353,"2022-01-05",FALSE,"MSC833BC",2.56749422628368,0.797599623142126,0.806893852306925,0.0757301577795928,"2022-02-17","MSC832BC",9.89291416509443,0.376128562872381,103.483252179047
"BLI20_MA_077","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-12","16:57",11.9,"t1",0.804861,0.804861,"no","unamended","unfiltered-unamended",0.211,0.015,0.622,0.0042908224784626,"2022-01-05",TRUE,"MSC893BC",1.13806156205553,0.780845542722976,0.777783629280666,0.027647121716938,"2022-02-15","MSC892BC",18.5402975581478,1.92099450906664,79.9708269220397
"BLI20_MA_077","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-13","17:33",11.9,"t2",1.829861,1.025,"no","unamended","unfiltered-unamended",0.229,0.033,0.601,0.00421571978378289,"2022-01-12",TRUE,"MSC955BC",3.05161477731351,0.856436161844165,0.838955860383495,0.0787406490473244,"2022-04-26","MSC954BC",7.50422372123915,3.85317685896647,71.6366650952622
"BLI20_MA_078","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-11","21:34",11.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.253,-0.001,0.819,0.00465673140627506,"2022-01-12",FALSE,"MSC831BC",0.848353376149229,0.800718420301391,0.81411894235566,0.0235853224613302,"2022-02-18","MSC830BC",29.8224781220763,-0.12488784754366,100.599550924367
"BLI20_MA_078","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-12","17:00",11.9,"t1",0.809722,0.809722,"no","molybdate","unfiltered-molybdate",0.246,0.005,0.726,0.00453064421707524,"2022-01-12",TRUE,"MSC895BC",3.40043872617982,0.728324252629797,0.741212499225651,0.088030263669144,"2022-02-18","MSC894BC",7.234360616648,0.686507415062212,97.9476197120874
"BLI20_MA_078","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-13","17:28",11.9,"t2",1.829167,1.019444,"no","molybdate","unfiltered-molybdate",0.224,0.011,0.684,0.0045423077748136,"2022-01-05",TRUE,"MSC951BC",1.72868198693878,0.70723774721467,0.710966699418812,0.039841955623778,"2022-02-17","MSC950BC",12.9578489098893,1.55534684670347,96.207037623442
"BLI20_MA_079","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-11","21:55",11.9,"t0",0,0,"no","unamended","unfiltered-unamended",0.259,0.003,0.827,0.00644573310315627,"2022-01-04",FALSE,"MSC839BC",0.769466847437183,0.719271615990864,0.739245883176893,0.0226959987547584,"2022-02-17","MSC838BC",33.6596697911854,0.417088612049179,111.870761653211
"BLI20_MA_079","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-12","16:51",11.9,"t1",0.788889,0.788889,"no","unamended","unfiltered-unamended",0.223,0.015,0.642,0.0040992809798359,"2022-01-12",TRUE,"MSC889BC",2.99722832430922,0.735519220350218,0.758426617487656,0.0833268287796976,"2022-02-18","MSC888BC",7.4402072805513,2.0393756661937,84.648927819368
"BLI20_MA_079","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-13","17:38",11.9,"t2",1.821528,1.032639,"no","unamended","unfiltered-unamended",0.673,0.024,0.488,0.0157734943380829,"2022-01-11",TRUE,"MSC959BC",3.6783789967538,0.700550099088178,0.748091895387327,0.062773230854076,"2022-02-15","MSC958BC",18.2961027287816,3.42587918140871,65.2326275700843
"BLI20_MA_080","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-11","21:44",11.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.257,0.001,0.882,0.00522257227014995,"2022-01-05",FALSE,"MSC835BC",0.784562272144539,0.85458349699697,0.798634963355555,0.0231412495690095,"2022-02-17","MSC834BC",32.7571193676585,0.117016067302262,110.43844064805
"BLI20_MA_080","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-12","16:54",11.9,"t1",0.798611,0.798611,"no","molybdate","unfiltered-molybdate",0.261,0.005,0.749,0.00480821147483582,"2022-01-12",TRUE,"MSC891BC",3.03792136091498,0.815120677592004,0.810501402035432,0.0786454454681235,"2022-02-18","MSC890BC",8.59140079654301,0.613406105065424,92.4119314437974
"BLI20_MA_080","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-13","17:36",11.9,"t2",1.827778,1.029167,"no","molybdate","unfiltered-molybdate",0.265,0.011,0.774,0.00538763419887011,"2022-01-05",TRUE,"MSC957BC",3.0437467807713,0.826330324403225,0.822220719187913,0.0701510312976968,"2022-02-17","MSC956BC",8.70637471139592,1.33118677545135,94.1353072158606
"BLI20_MA_081","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-11","21:50",11.9,"t0",0,0,"yes","unamended","filtered-unamended",1.416,0.007,0.767,0.035280501821527,"2022-01-04",FALSE,"MSC837BC",6.02720566662384,0.759105893647702,0.735392484453321,0.146419925102467,"2022-02-15","MSC836BC",23.4934740628019,0.922137485504581,104.298047126519
"BLI20_MA_081","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-12","16:47",11.9,"t1",0.789583,0.789583,"yes","unamended","filtered-unamended",0.471,-0.003,0.659,0.00956820701091625,"2022-01-05",FALSE,"MSC887BC",5.6149570041727,0.613252453654192,0.623633767450633,0.129411233228516,"2022-02-17","MSC886BC",8.38831000219558,-0.489194944451323,105.670993842098
"BLI20_MA_081","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-13","17:44",11.9,"t2",1.829167,1.039583,"yes","unamended","filtered-unamended",0.13,0,0.521,0.00303502707397945,"2022-01-11",FALSE,"MSC963BC",3.42708606434927,0.808481078612032,0.852297896329707,0.0832547805097235,"2022-02-15","MSC962BC",3.79331004704967,0,61.1288614278656
"BLI20_MA_082","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-11","22:01",11.9,"t0",0,0,"yes","unamended","filtered-unamended",0.254,-0.002,0.855,0.00313201279761862,"2021-12-14",FALSE,"MSC841BC",1.19837109955414,0.828850186712477,0.83574767703722,0.0309215038804863,"2022-04-26","MSC840BC",21.1954377149533,-0.24129812987468,102.303604723262
"BLI20_MA_082","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-12","16:43",11.9,"t1",0.779167,0.779167,"yes","unamended","filtered-unamended",0.654,0.004,0.671,0.0132631362802825,"2022-01-05",FALSE,"MSC885BC",0.974764979868859,0.727447540862585,0.707278432884092,0.0224659847010503,"2022-02-17","MSC884BC",67.0930956185958,0.549867828992441,94.8706999680227
"BLI20_MA_082","BLiMMP_sample_0074","BLiMMP_trip_015","2021-09-10","2021-09-13","17:41",11.9,"t2",1.819444,1.040278,"yes","unamended","filtered-unamended",0.179,-0.001,0.579,0.00373383461926578,"2022-01-19",FALSE,"MSC961BC",3.42983802624302,0.719960599287833,0.745910718130871,0.101165631543326,"2022-02-17","MSC960BC",5.21890534277134,-0.138896489750852,77.6232310283567
"BLI20_MA_083","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-11","22:30",19.9,"t0",0,0,"no","unamended","unfiltered-unamended",0.758,-0.001,0.717,0.0157727809062984,"2022-01-19",FALSE,"MSC844BC",1.19943300865152,0.62795776194587,0.710036687419038,0.0307103004551734,"2022-02-16","MSC843BC",63.1965265698494,-0.159246379390434,100.980697575822
"BLI20_MA_083","BLiMMP_sample_0077","BLiMMP_trip_015","2021-09-10","2021-09-12","18:02",19.9,"t1",0.813889,0.813889,"no","unamended","unfiltered-unamended",0.467,0.059,0.524,0.00971384566910387,"2022-01-19",TRUE,"MSC923BC",2.69611209378476,0.62364520691891,0.721800307188642,0.0795238377417207,"2022-02-17","MSC922BC",17.3212382777614,9.46050724762028,72.59625616411
