"incubationID","sampleID","tripID","startDate","dateKilled","timeKilled","depth","t","durationInDays","durationSinceTimepointInDays","filtered","amendment","treatment","MeHg_ambient_ppt","MeHg_198_ppt","MeHg_204_ppt","MeHg_amb_DDL","MeHg_excess_DDL","MeHg_DOA","MeHg_198_above_DDL","bottleID_MeHg","HgT_ambient_ppt","HgT_198_ppt","HgT_204_ppt","HgT_excess_DDL","HgT_DOA","bottleID_HgT","percent_amb_MeHg","percent_198_MeHg","percent_204_MeHg"
"BLI20_MA_023","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:43",11,"t0",0,0,"no","unamended","unfiltered-unamended",0.156,0,1.155,0.0176288371379414,0.00247951740857444,2020-11-12,FALSE,"MSC960AR",2.237,0.673,1.011,0.07,"2021-02-22","MSC960AR",6.97362539114886,0,114.243323442137
"BLI20_MA_023","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:09",11,"t1",0.893056,0.893056,"no","unamended","unfiltered-unamended",0.135,0.002,0.821,0.23970539711622,0.00198954946537369,2021-01-14,TRUE,"MSC712AV",0.746,0.539,0.9,0.023,"2021-02-22","MSC712AV",18.0965147453083,0.371057513914657,91.2222222222222
"BLI20_MA_023","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","10:50",11,"t2",3.463194,2.570139,"no","unamended","unfiltered-unamended",0.115,0.015,0.895,0.0176288371379414,0.00183065929118412,2020-11-12,TRUE,"MSC595AR",0.708,0.396,0.813,0.024,"2021-02-23","MSC595AR",16.2429378531073,3.78787878787879,110.086100861009
"BLI20_MA_024","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:37",11,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.15,0,0.929,0.092104189997224,0.0018739874791216,2021-01-15,FALSE,"MSC972AR",1.459,0.639,0.957,0.037,"2021-02-20","MSC972AR",10.2810143934202,0,97.0741901776385
"BLI20_MA_024","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:12",11,"t1",0.899306,0.899306,"no","molybdate","unfiltered-molybdate",0.125,0.002,0.861,0.092104189997224,0.00157111185459896,2021-01-15,TRUE,"MSC713AV",0.88,0.552,0.866,0.022,"2021-02-20","MSC713AV",14.2045454545455,0.36231884057971,99.4226327944573
"BLI20_MA_024","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","11:10",11,"t2",3.48125,2.581944,"no","molybdate","unfiltered-molybdate",0.153,0.006,0.873,0.0176288371379414,0.00242388576906177,2020-11-12,TRUE,"MSC730AV",0.711,0.47,0.819,0.022,"2021-02-22","MSC730AV",21.5189873417722,1.27659574468085,106.593406593407
"BLI20_MA_025","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:35",11,"t0",0,0,"no","unamended","unfiltered-unamended",0.183,-0.001,1.06,0.092104189997224,0.0022947148616076,2021-01-15,FALSE,"MSC956AR",2.349,0.735,1.066,0.07,"2021-02-19","MSC956AR",7.79054916985951,-0.136054421768707,99.437148217636
"BLI20_MA_025","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:15",11,"t1",0.902778,0.902778,"no","unamended","unfiltered-unamended",0.203,0.005,0.956,0.0176288371379414,0.00323113636049029,2020-11-12,TRUE,"MSC714AV",0.859,0.536,0.871,0.029,"2021-02-23","MSC714AV",23.6321303841676,0.932835820895522,109.758897818599
"BLI20_MA_025","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","10:54",11,"t2",3.471528,2.56875,"no","unamended","unfiltered-unamended",0.076,0.016,0.778,0.23970539711622,0.00111959056230776,2021-01-14,TRUE,"MSC596AR",0.762,0.478,0.89,0.024,"2021-02-22","MSC596AR",9.9737532808399,3.34728033472803,87.4157303370787
"BLI20_MA_026","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:29",11,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.151,0,0.978,0.0176288371379414,0.00239409109925626,2020-11-12,FALSE,"MSC971AR",1.578,0.637,0.899,0.049,"2021-02-22","MSC971AR",9.56907477820025,0,108.787541713014
"BLI20_MA_026","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:21",11,"t1",0.911111,0.911111,"no","molybdate","unfiltered-molybdate",0.92,0.001,0.75,0.23970539711622,0.0135156260515312,2021-01-14,FALSE,"MSC716AV",0.758,0.522,0.776,0.024,"2021-02-22","MSC716AV",121.372031662269,0.191570881226054,96.6494845360825
"BLI20_MA_026","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","11:00",11,"t2",3.479861,2.56875,"no","molybdate","unfiltered-molybdate",0.132,0.006,0.846,0.0176288371379414,0.00210388727976755,2020-11-12,TRUE,"MSC598AR",0.756,0.46,0.768,0.026,"2021-02-23","MSC598AR",17.4603174603175,1.30434782608696,110.15625
"BLI20_MA_027","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:25",11,"t0",0,0,"no","unamended","unfiltered-unamended",0.161,0,0.923,0.092104189997224,0.00201816269519263,2021-01-15,FALSE,"MSC968AR",2.068,0.648,0.912,0.052,"2021-02-20","MSC968AR",7.7852998065764,0,101.206140350877
"BLI20_MA_027","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:18",11,"t1",0.911806,0.911806,"no","unamended","unfiltered-unamended",0.178,0.005,0.902,0.0176288371379414,0.00282617862002574,2020-11-12,TRUE,"MSC715AV",0.918,0.494,0.805,0.031,"2021-02-23","MSC715AV",19.3899782135076,1.01214574898785,112.049689440994
"BLI20_MA_027","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","10:52",11,"t2",3.477083,2.565278,"no","unamended","unfiltered-unamended",1.748,0.009,0.69,0.23970539711622,0.0256732700098616,2021-01-14,FALSE,"MSC597AR",0.872,0.45,0.766,0.027,"2021-02-22","MSC597AR",200.45871559633,2,90.0783289817232
"BLI20_MA_028","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:20",11,"t0",0,0,"yes","unamended","filtered-unamended",0.156,-0.002,1.233,0.092104189997224,0.00195442404782677,2021-01-15,FALSE,"MSC965AR",1.219,0.974,1.176,0.036,"2021-02-19","MSC965AR",12.7973748974569,-0.205338809034908,104.84693877551
"BLI20_MA_028","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:25",11,"t1",0.920139,0.920139,"yes","unamended","filtered-unamended",0.065,0.001,0.846,0.23970539711622,0.000951724891466762,2021-01-14,FALSE,"MSC717AV",0.828,0.618,0.939,0.026,"2021-02-22","MSC717AV",7.85024154589372,0.161812297734628,90.0958466453674
"BLI20_MA_028","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","11:19",11,"t2",3.499306,2.579167,"yes","unamended","filtered-unamended",0.033,0.001,0.653,0.23970539711622,0.000487728866985008,2021-01-14,TRUE,"MSC731AV",0.933,0.582,0.764,0.029,"2021-02-22","MSC731AV",3.53697749196141,0.171821305841924,85.4712041884817
"BLI20_MA_029","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:15",11,"t0",0,0,"yes","unamended","filtered-unamended",1.061,0,1.088,0.0176288371379414,0.0168693401189321,2020-11-12,FALSE,"MSC969AR",1.039,0.759,1.027,0.035,"2021-02-23","MSC969AR",102.117420596728,0,105.939629990263
"BLI20_MA_029","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:30",11,"t1",0.927083,0.927083,"yes","unamended","filtered-unamended",0.148,-0.002,0.786,0.0687739785088757,0.00134554213475047,2021-01-13,FALSE,"MSC718AV",0.813,0.566,0.898,0.017,"2021-02-03","MSC718AV",18.2041820418204,-0.353356890459364,87.5278396436526
"BLI20_MA_029","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","11:05",11,"t2",3.493056,2.565972,"yes","unamended","filtered-unamended",0.124,-0.001,0.832,0.092104189997224,0.00155212128566464,2021-01-15,FALSE,"MSC599AR",0.8,0.521,0.793,0.024,"2021-02-19","MSC599AR",15.5,-0.191938579654511,104.918032786885
"BLI20_MA_030","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-03","23:10",11,"t0",0,0,"no","unamended","unfiltered-unamended",0.188,0.001,0.905,0.0176288371379414,0.00298936698602354,2020-11-12,FALSE,"MSC964AR",1.327,0.655,0.84,0.045,"2021-02-23","MSC964AR",14.1672946495855,0.152671755725191,107.738095238095
"BLI20_MA_030","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-04","21:35",11,"t1",0.934028,0.934028,"no","unamended","unfiltered-unamended",0.226,0.001,0.675,0.23970539711622,0.00331265658740887,2021-01-14,FALSE,"MSC719AV",0.955,0.548,0.817,0.024,"2021-02-20","MSC719AV",23.6649214659686,0.182481751824818,82.6193390452876
"BLI20_MA_030","BLiMMP_sample_0050","BLiMMP_trip_010","2020-09-02","2020-09-07","11:23",11,"t2",3.509028,2.575,"no","unamended","unfiltered-unamended",0.166,0.015,0.754,0.0176288371379414,0.00263486713139352,2020-11-12,TRUE,"MSC732AV",0.747,0.41,0.704,0.025,"2021-02-23","MSC732AV",22.2222222222222,3.65853658536585,107.102272727273
"BLI20_MA_031","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:23",20.9,"t0",0,0,"no","glucose","unfiltered-glucose",0.767,0.002,1.086,0.221082267667895,0.00748104871186104,2020-10-30,FALSE,"MSC225AW",2.472,1.005,1.216,0.074,"2021-02-19","MSC225AW",31.0275080906149,0.199004975124378,89.3092105263158
"BLI20_MA_031","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:42",20.9,"t1",0.929861,0.929861,"no","glucose","unfiltered-glucose",0.917,0.1,1.02,0.054793284023797,0.00866181135905254,2020-10-29,TRUE,"MSC259AW",4.514,0.811,1.017,0.107,"2021-02-05","MSC259AW",20.3145768719539,12.3304562268804,100.294985250737
"BLI20_MA_031","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:51",20.9,"t2",3.477778,2.547917,"no","glucose","unfiltered-glucose",0.987,0.347,1.04,0.054793284023797,0.00932178372927275,2020-10-29,TRUE,"MSC586AV",1.756,0.703,0.965,0.041,"2021-02-05","MSC586AV",56.2072892938497,49.3598862019915,107.772020725389
"BLI20_MA_032","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:17",20.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.763,0.001,1.057,0.221082267667895,0.00744368848153125,2020-10-30,FALSE,"MSC224AW",2.101,1.004,1.175,0.052,"2021-02-18","MSC224AW",36.3160399809614,0.099601593625498,89.9574468085106
"BLI20_MA_032","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:47",20.9,"t1",0.9375,0.9375,"no","molybdate","unfiltered-molybdate",0.841,0.047,1.024,0.054793284023797,0.00794372009271774,2020-10-29,TRUE,"MSC261AW",1.904,0.9,1,0.045,"2021-02-05","MSC261AW",44.1701680672269,5.22222222222222,102.4
"BLI20_MA_032","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:37",20.9,"t2",3.472222,2.534722,"no","molybdate","unfiltered-molybdate",0.915,0.112,1.02,0.054793284023797,0.00863678900636357,2020-10-29,TRUE,"MSC579AV",1.753,0.768,0.963,0.041,"2021-02-05","MSC579AV",52.1962350256703,14.5833333333333,105.919003115265
"BLI20_MA_033","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:05",20.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.66,0.002,0.9,0.0687739785088757,0.00599328006004469,2021-01-13,FALSE,"MSC221AW",1.707,0.855,0.972,0.037,"2021-02-03","MSC221AW",38.6643233743409,0.233918128654971,92.5925925925926
"BLI20_MA_033","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:53",20.9,"t1",0.95,0.95,"no","molybdate","unfiltered-molybdate",0.644,0.033,0.867,0.0687739785088757,0.00584745615954489,2021-01-13,TRUE,"MSC263AW",1.613,0.749,0.877,0.035,"2021-02-03","MSC263AW",39.9256044637322,4.40587449933244,98.8597491448119
"BLI20_MA_033","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:32",20.9,"t2",3.477083,2.527083,"no","molybdate","unfiltered-molybdate",0.809,0.089,0.95,0.221082267667895,0.00789355174729012,2020-10-30,TRUE,"MSC578AV",1.681,0.785,0.999,0.05,"2021-02-19","MSC578AV",48.1261154074955,11.3375796178344,95.0950950950951
"BLI20_MA_034","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:14",20.9,"t0",0,0,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.786,0,1.079,0.221082267667895,0.00766809424176713,2020-10-30,FALSE,"MSC223AW",2.058,1.091,1.267,0.051,"2021-02-18","MSC223AW",38.1924198250729,0,85.1617995264404
"BLI20_MA_034","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:45",20.9,"t1",0.938194,0.938194,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.654,0.05,0.836,0.0687739785088757,0.00594376613180141,2021-01-13,TRUE,"MSC260AW",1.621,0.792,0.936,0.035,"2021-02-03","MSC260AW",40.3454657618754,6.31313131313131,89.3162393162393
"BLI20_MA_034","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:46",20.9,"t2",3.480556,2.542361,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.883,0.165,1.074,0.054793284023797,0.00834205609593102,2020-10-29,TRUE,"MSC585AV",1.762,0.754,1.011,0.042,"2021-02-05","MSC585AV",50.1135073779796,21.8832891246684,106.231454005935
"BLI20_MA_035","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:10",20.9,"t0",0,0,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.732,0.003,1.056,0.221082267667895,0.00714083724301843,2020-10-30,FALSE,"MSC222AW",1.767,0.919,1.057,0.053,"2021-02-19","MSC222AW",41.4261460101868,0.326441784548422,99.9053926206244
"BLI20_MA_035","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:50",20.9,"t1",0.944444,0.944444,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.621,0.043,0.839,0.0687739785088757,0.00564484823820975,2021-01-13,TRUE,"MSC262AW",3.455,0.763,0.92,0.074,"2021-02-03","MSC262AW",17.9739507959479,5.63564875491481,91.195652173913
"BLI20_MA_035","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:41",20.9,"t2",3.479861,2.535417,"no","glucose+molybdate","unfiltered-glucose+molybdate",1.316,0.102,0.931,0.054793284023797,0.0124300302307082,2020-10-29,TRUE,"MSC580AV",1.795,0.739,0.936,0.042,"2021-02-05","MSC580AV",73.3147632311978,13.8024357239513,99.465811965812
"BLI20_MA_036","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:00",20.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.715,0.004,1.159,0.221082267667895,0.00696959457943511,2020-10-30,FALSE,"MSC220AW",1.984,0.975,1.169,0.059,"2021-02-19","MSC220AW",36.0383064516129,0.41025641025641,99.1445680068435
"BLI20_MA_036","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:55",20.9,"t1",0.954861,0.954861,"no","molybdate","unfiltered-molybdate",0.748,0.05,1.085,0.221082267667895,0.0072989246297507,2020-10-30,TRUE,"MSC264AW",4.103,0.945,1.153,0.123,"2021-02-19","MSC264AW",18.230563002681,5.29100529100529,94.1023417172593
"BLI20_MA_036","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:28",20.9,"t2",3.477778,2.522917,"no","molybdate","unfiltered-molybdate",0.768,0.117,1.036,0.221082267667895,0.00748984207400937,2020-10-30,TRUE,"MSC577AV",1.691,0.823,1.012,0.051,"2021-02-19","MSC577AV",45.4169130691898,14.2162818955043,102.371541501976
"BLI20_MA_037","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","21:53",20.9,"t0",0,0,"no","glucose","unfiltered-glucose",0.774,0.002,1.087,0.221082267667895,0.00754477663230172,2020-10-30,FALSE,"MSC218AW",3.784,0.865,1.058,0.113,"2021-02-19","MSC218AW",20.4545454545455,0.23121387283237,102.741020793951
"BLI20_MA_037","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","21:01",20.9,"t1",0.963889,0.963889,"no","glucose","unfiltered-glucose",0.6,0.064,0.768,0.0687739785088757,0.00545473013485577,2021-01-13,TRUE,"MSC266AW",4.038,0.788,1.004,0.087,"2021-02-03","MSC266AW",14.8588410104012,8.12182741116751,76.4940239043825
"BLI20_MA_037","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:25",20.9,"t2",3.480556,2.516667,"no","glucose","unfiltered-glucose",0.996,0.368,1.038,0.054793284023797,0.00940329348518217,2020-10-29,TRUE,"MSC575AV",1.697,0.657,0.935,0.04,"2021-02-05","MSC575AV",58.6918090748379,56.0121765601218,111.016042780749
"BLI20_MA_038","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","21:56",20.9,"t0",0,0,"no","glucose","unfiltered-glucose",0.718,0.001,1.014,0.221082267667895,0.00700337995975063,2020-10-30,FALSE,"MSC219AW",1.601,0.835,0.96,0.04,"2021-02-18","MSC219AW",44.8469706433479,0.119760479041916,105.625
"BLI20_MA_038","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:58",20.9,"t1",0.959722,0.959722,"no","glucose","unfiltered-glucose",0.716,0.083,0.921,0.221082267667895,0.00698188167818823,2020-10-30,TRUE,"MSC265AW",4.002,0.818,0.976,0.1,"2021-02-18","MSC265AW",17.8910544727636,10.1466992665037,94.3647540983607
"BLI20_MA_038","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","9:21",20.9,"t2",3.475694,2.515972,"no","glucose","unfiltered-glucose",0.918,0.314,1,0.054793284023797,0.00866992071850217,2020-10-29,TRUE,"MSC576AV",1.588,0.679,0.882,0.037,"2021-02-05","MSC576AV",57.808564231738,46.2444771723122,113.378684807256
"BLI20_MA_039","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:52",20.9,"t0",0,0,"no","unamended","unfiltered-unamended",0.703,0.001,1.072,0.221082267667895,0.00685946348151688,2020-10-30,FALSE,"MSC233AW",1.808,0.913,1.101,0.054,"2021-02-19","MSC233AW",38.8827433628319,0.109529025191676,97.3660308810173
"BLI20_MA_039","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:23",20.9,"t1",0.896528,0.896528,"no","unamended","unfiltered-unamended",0.731,0.074,0.936,0.054793284023797,0.00690577466390603,2020-10-29,TRUE,"MSC252AW",1.952,0.852,1.029,0.046,"2021-02-05","MSC252AW",37.4487704918033,8.68544600938967,90.9620991253644
"BLI20_MA_039","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:25",20.9,"t2",3.48125,2.584722,"no","unamended","unfiltered-unamended",0.962,0.377,1.028,0.054793284023797,0.00908615871723546,2020-10-29,TRUE,"MSC592AV",1.623,0.734,0.987,0.038,"2021-02-05","MSC592AV",59.2729513247073,51.3623978201635,104.154002026342
"BLI20_MA_040","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:41",20.9,"t0",0,0,"no","unamended","unfiltered-unamended",0.699,-0.005,1.001,0.221082267667895,0.00681849272444478,2020-10-30,FALSE,"MSC230AW",3.616,0.846,1.034,0.09,"2021-02-18","MSC230AW",19.3307522123894,-0.591016548463357,96.8085106382979
"BLI20_MA_040","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:28",20.9,"t1",0.907639,0.907639,"no","unamended","unfiltered-unamended",0.692,0.118,0.967,0.221082267667895,0.006753746760016,2020-10-30,TRUE,"MSC254AW",1.993,0.992,1.141,0.05,"2021-02-18","MSC254AW",34.7215253386854,11.8951612903226,84.7502191060473
"BLI20_MA_040","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:21",20.9,"t2",3.486111,2.578472,"no","unamended","unfiltered-unamended",0.961,0.44,1.04,0.054793284023797,0.00907296448855806,2020-10-29,TRUE,"MSC591AV",1.518,0.753,0.95,0.036,"2021-02-05","MSC591AV",63.3069828722003,58.4329349269588,109.473684210526
"BLI20_MA_041","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:49",20.9,"t0",0,0,"no","molybdate","unfiltered-molybdate",0.748,0.001,1.078,0.221082267667895,0.00729209805216156,2020-10-30,FALSE,"MSC232AW",1.795,0.9,1.081,0.054,"2021-02-19","MSC232AW",41.6713091922006,0.111111111111111,99.722479185939
"BLI20_MA_041","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:21",20.9,"t1",0.897222,0.897222,"no","molybdate","unfiltered-molybdate",0.775,0.055,1.024,0.054793284023797,0.00732167729079645,2020-10-29,TRUE,"MSC251AW",1.925,0.875,1.073,0.045,"2021-02-05","MSC251AW",40.2597402597403,6.28571428571429,95.4333643988817
"BLI20_MA_041","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:33",20.9,"t2",3.488889,2.591667,"no","molybdate","unfiltered-molybdate",0.806,0.117,0.979,0.054793284023797,0.00760988232259172,2020-10-29,TRUE,"MSC594AV",1.682,0.81,1.046,0.04,"2021-02-05","MSC594AV",47.9191438763377,14.4444444444444,93.5946462715105
"BLI20_MA_042","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:45",20.9,"t0",0,0,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.709,-0.002,1.039,0.221082267667895,0.00691707857380177,2020-10-30,FALSE,"MSC231AW",1.956,1.012,1.205,0.049,"2021-02-18","MSC231AW",36.2474437627812,-0.197628458498024,86.2240663900415
"BLI20_MA_042","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:26",20.9,"t1",0.903472,0.903472,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.716,0.072,0.986,0.221082267667895,0.00698355542882536,2020-10-30,TRUE,"MSC253AW",1.872,0.876,1.038,0.056,"2021-02-19","MSC253AW",38.2478632478632,8.21917808219178,94.990366088632
"BLI20_MA_042","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:29",20.9,"t2",3.488889,2.585417,"no","glucose+molybdate","unfiltered-glucose+molybdate",0.843,0.135,1.03,0.054793284023797,0.00796021106724535,2020-10-29,TRUE,"MSC593AV",1.873,0.862,1.09,0.044,"2021-02-05","MSC593AV",45.0080085424453,15.661252900232,94.4954128440367
"BLI20_MA_043","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:38",20.9,"t0",0,0,"no","unamended","unfiltered-unamended",0.66,0.003,0.928,0.221082267667895,0.00644024753129696,2020-10-30,FALSE,"MSC229AW",1.593,0.741,0.91,0.048,"2021-02-19","MSC229AW",41.4312617702448,0.404858299595142,101.978021978022
"BLI20_MA_043","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:31",20.9,"t1",0.911806,0.911806,"no","unamended","unfiltered-unamended",0.76,0.142,0.87,0.221082267667895,0.00741573506746545,2020-10-30,TRUE,"MSC255AW",1.501,0.691,0.804,0.037,"2021-02-18","MSC255AW",50.6329113924051,20.5499276410999,108.208955223881
"BLI20_MA_043","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:16",20.9,"t2",3.484722,2.572917,"no","unamended","unfiltered-unamended",0.83,0.276,0.811,0.054793284023797,0.00784080386456066,2020-10-29,TRUE,"MSC590AV",1.626,0.709,0.839,0.038,"2021-02-05","MSC590AV",51.0455104551045,38.9280677009873,96.6626936829559
"BLI20_MA_044","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:35",20.9,"t0",0,0,"no","unamended","unfiltered-unamended",0.562,-0.001,0.703,0.0687739785088757,0.00510967340358478,2021-01-13,FALSE,"MSC228AW",1.625,0.767,0.88,0.046,"2021-02-04","MSC228AW",34.5846153846154,-0.130378096479791,79.8863636363636
"BLI20_MA_044","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:34",20.9,"t1",0.915972,0.915972,"no","unamended","unfiltered-unamended",0.755,0.166,0.869,0.054793284023797,0.00712749200203726,2020-10-29,TRUE,"MSC256AW",1.784,0.758,0.903,0.042,"2021-02-05","MSC256AW",42.3206278026906,21.8997361477573,96.234772978959
"BLI20_MA_044","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:12",20.9,"t2",3.484028,2.568056,"no","unamended","unfiltered-unamended",0.896,0.332,0.855,0.054793284023797,0.00845905342432587,2020-10-29,TRUE,"MSC589AV",1.381,0.699,0.846,0.033,"2021-02-05","MSC589AV",64.8805213613324,47.4964234620887,101.063829787234
"BLI20_MA_045","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:31",20.9,"t0",0,0,"yes","unamended","filtered-unamended",0.47,0,0.811,0.0687739785088757,0.00426992809520808,2021-01-13,FALSE,"MSC227AW",1.552,0.883,1.006,0.033,"2021-02-03","MSC227AW",30.2835051546392,0,80.6163021868787
"BLI20_MA_045","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:36",20.9,"t1",0.920139,0.920139,"yes","unamended","filtered-unamended",0.494,0,0.822,0.221082267667895,0.00481534660221703,2020-10-30,FALSE,"MSC257AW",1.748,0.889,1.012,0.052,"2021-02-19","MSC257AW",28.2608695652174,0,81.2252964426877
"BLI20_MA_045","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:06",20.9,"t2",3.482639,2.5625,"yes","unamended","filtered-unamended",0.389,0,0.608,0.054793284023797,0.00367527776417111,2020-10-29,FALSE,"MSC588AV",1.67,0.782,0.969,0.039,"2021-02-05","MSC588AV",23.2934131736527,0,62.7450980392157
"BLI20_MA_046","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-12","22:28",20.9,"t0",0,0,"yes","unamended","filtered-unamended",0.596,0.002,1.022,0.221082267667895,0.00581301150553047,2020-10-30,FALSE,"MSC226AW",1.561,0.924,1.027,0.047,"2021-02-19","MSC226AW",38.1806534272902,0.216450216450216,99.5131450827653
"BLI20_MA_046","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-13","20:38",20.9,"t1",0.923611,0.923611,"yes","unamended","filtered-unamended",0.599,-0.002,0.791,0.054793284023797,0.00565504917658211,2020-10-29,FALSE,"MSC258AW",1.491,0.834,0.992,0.035,"2021-02-05","MSC258AW",40.1743796109993,-0.239808153477218,79.7379032258065
"BLI20_MA_046","BLiMMP_sample_0062","BLiMMP_trip_013","2020-10-10","2020-10-16","10:01",20.9,"t2",3.48125,2.557639,"yes","unamended","filtered-unamended",0.389,0.001,0.549,0.054793284023797,0.00367811422223293,2020-10-29,FALSE,"MSC587AV",1.7,0.79,0.973,0.04,"2021-02-05","MSC587AV",22.8823529411765,0.126582278481013,56.4234326824255
