"sampleID","incubationID","startDate","depth","treatment","durationInDays_t0","durationInDays_t1","durationInDays_t2","HgT_198_ppt_t0","HgT_198_ppt_t1","HgT_198_ppt_t2","MeHg_198_ppt_t0","MeHg_198_ppt_t1","MeHg_198_ppt_t2","Kmet_assumption_t1","Kmet_assumption_t2","Kmet_assumption_slope","Kmet_int_t1","Kmet_int_t2","HgT_204_ppt_t0","HgT_204_ppt_t1","HgT_204_ppt_t2","MeHg_204_ppt_t0","MeHg_204_ppt_t1","MeHg_204_ppt_t2","MeHg_204_per_t0","MeHg_204_per_t1","MeHg_204_per_t2","Kdem_t1","Kdem_t2","Kdem_slope"
"BLiMMP_sample_0062","BLI20_MA_046","2020-10-10",20.9,"filtered-unamended",0,0.923611,3.48125,0.924,0.834,0.79,0.002,-0.002,0.001,-0.00468704284488202,-0.000310880023626882,2.75765635966726e-05,-0.00234098879776802,0.000311048370221055,1.027,0.992,0.973,1.022,0.791,0.549,0.995131450827653,0.797379032258065,0.564234326824255,0.239867975102408,0.170851389100955,0.157043028244666
"BLiMMP_sample_0064","BLI20_MA_047","2020-10-10",15.7,"unfiltered-molybdate",0,0.952778,NA,0.979,0.782,NA,-0.002,0.005,NA,0.00750453223895697,NA,0.00750453223895697,0.00537411536367898,NA,1.157,1.072,NA,1.117,1.252,NA,0.96542783059637,1.16791044776119,NA,-0.199836833085747,NA,-0.199836833085747
"BLiMMP_sample_0064","BLI20_MA_050","2020-10-10",15.7,"unfiltered-unamended",0,0.970139,NA,0.824,0.778,NA,0,0.086,NA,0.107581420846739,NA,0.107581420846739,0.113619497112269,NA,1.047,1.039,NA,1.04,1.31,NA,0.993314231136581,1.26082771896054,NA,-0.245816984814638,NA,-0.245816984814638
"BLiMMP_sample_0064","BLI20_MA_051","2020-10-10",15.7,"unfiltered-molybdate",0,0.970833,NA,0.975,0.818,NA,-0.001,0.048,NA,0.0517662772654105,NA,0.0517662772654105,0.0520006071404577,NA,1.213,1.104,NA,1.117,1.284,NA,0.92085737840066,1.16304347826087,NA,-0.240505181929039,NA,-0.240505181929039
"BLiMMP_sample_0064","BLI20_MA_053","2020-10-10",15.7,"unfiltered-molybdate",0,0.98125,NA,0.964,0.8,NA,0.005,0.014,NA,0.00951449639242012,NA,0.00951449639242012,0.014908850971678,NA,1.152,1.055,NA,1.103,1.229,NA,0.957465277777778,1.16492890995261,NA,-0.199873514046575,NA,-0.199873514046575
"BLiMMP_sample_0064","BLI20_MA_055","2020-10-10",15.7,"unfiltered-unamended",0,0.931944,NA,0.864,0.716,NA,-0.002,0.019,NA,0.0260804893379383,NA,0.0260804893379383,0.0238599545110884,NA,1.039,1.034,NA,1.078,1.208,NA,1.03753609239654,1.16827852998066,NA,-0.127349457753546,NA,-0.127349457753546
"BLiMMP_sample_0064","BLI20_MA_056","2020-10-10",15.7,"unfiltered-unamended",0,0.934722,NA,0.874,0.774,NA,-0.002,0.013,NA,0.0183610436000019,NA,0.0183610436000019,0.0160324366258681,NA,1.099,1.053,NA,1.079,1.118,NA,0.981801637852593,1.06172839506173,NA,-0.0837298477264427,NA,-0.0837298477264427
"BLiMMP_sample_0064","BLI20_MA_057","2020-10-10",15.7,"unfiltered-molybdate",0,0.939583,NA,0.91,0.758,NA,0,0.004,NA,0.00467825024037727,NA,0.00467825024037727,0.00468856233873578,NA,1.084,1.035,NA,1.309,1.225,NA,1.20756457564576,1.18357487922705,NA,0.0213564598667177,NA,0.0213564598667176
"BLiMMP_sample_0064","BLI20_MA_059","2020-10-10",15.7,"unfiltered-unamended",0,0.94375,NA,0.871,0.706,NA,0.001,0.024,NA,0.027980322534044,NA,0.027980322534044,0.0296066566362367,NA,1.061,0.984,NA,1.02,1.233,NA,0.961357210179076,1.2530487804878,NA,-0.280782875176432,NA,-0.280782875176432
"BLiMMP_sample_0064","BLI20_MA_061","2020-10-10",15.7,"filtered-unamended",0,0.992361,NA,0.915,0.512,NA,0.001,0,NA,-0.00110130907488645,NA,-0.00110130907488645,0,NA,1.125,0.89,NA,1.071,0.968,NA,0.952,1.0876404494382,NA,-0.134226222857572,NA,-0.134226222857572
"BLiMMP_sample_0064","BLI20_MA_062","2020-10-10",15.7,"filtered-unamended",0,0.997917,NA,0.811,0.572,NA,0.002,0.003,NA,0.0012356194179356,NA,0.0012356194179356,0.00371373129660837,NA,1.042,0.957,NA,1.053,1.061,NA,1.010556621881,1.10867293625914,NA,-0.0928558761303451,NA,-0.0928558761303452
"BLiMMP_sample_0073","BLI20_MA_063","2021-09-10",10.8,"unfiltered-unamended",0,0.84375,1.867361,0.444368902889467,0.361458527449693,0.375298144853362,0.003,0.001,0.003,-0.00533423998609548,0,0.000154288860273421,0.00267012552302674,0.00362760043111208,0.818036677608399,0.713836061759536,0.746125612378189,0.83,0.866,0.86,1.01462443276575,1.21316370297319,1.15262093370425,-0.211808060354351,0.0885428242185643,-0.0641376431256155
"BLiMMP_sample_0073","BLI20_MA_064","2021-09-10",10.8,"unfiltered-molybdate",0,0.85,1.869444,0.471302355153042,0.37105291845426,0.37927324613735,0.001,0.001,0.002,0,0.00113497927115816,0.00116607703771246,0.00249886394506014,0.00227478856455073,0.821560303195486,0.675504451887735,0.698070584451474,0.902,0.814,0.746,1.09791088553286,1.20502536693168,1.06865984130557,-0.109519340046918,0.20671325691228,0.0178413753574899
"BLiMMP_sample_0073","BLI20_MA_065","2021-09-10",10.8,"unfiltered-unamended",0,0.861111,1.872917,0.452907785030924,0.431463179392645,0.391803958621966,-0.002,0.002,-0.001,0.0102563083330112,0.00117888565336152,0.000955499605772899,0.0051395103442795,-0.0011775861026842,0.820252304855376,0.762587740491033,0.723134751919971,0.905,0.852,0.832,1.10331905761553,1.11724848795942,1.15054628171442,-0.0145695427780903,0.150698509373903,-0.0225711201904844
"BLiMMP_sample_0073","BLI20_MA_066","2021-09-10",10.8,"unfiltered-molybdate",0,0.849306,1.856944,0.441231505459372,0.42003581823747,0.341466493612543,-0.001,0,0,0.00266851281516562,0.00122049127221772,0.00118293626411185,0,0,0.823138961650594,0.84110099552281,0.769548058650264,0.885,0.774,0.768,1.07515260634165,0.920222427651389,0.997988353511047,0.183211327679482,0.181173022302448,0.0363954393170359
"BLiMMP_sample_0073","BLI20_MA_067","2021-09-10",10.8,"unfiltered-unamended",0,0.834028,1.863194,0.455057127085852,0.369381795946731,0.383371571132804,0.001,0,0,-0.00263483514883179,-0.00117944040690872,-0.00113411822205655,0,0,0.888585912527402,0.81638948947124,0.955159714799491,1.03,0.86,0.814,1.15914509275797,1.05341875549746,0.852213496222333,0.114674701296401,0.189715970202898,0.166663431560043
"BLiMMP_sample_0073","BLI20_MA_068","2021-09-10",10.8,"unfiltered-molybdate",0,0.820139,1.8625,0.341430700957419,0.316997475523701,0.301620983717925,0,0.001,-0.007,0.0035711654064783,-0.0110077660011414,-0.0115159961445431,0.00357640534783799,-0.0108964445563859,0.793761992284144,0.705072257880725,0.725630606200919,0.86,0.821,0.759,1.08344819777179,1.16441966170634,1.04598675071575,-0.0878803320889596,0.191088446900304,0.0226150809115572
"BLiMMP_sample_0073","BLI20_MA_069","2021-09-10",10.8,"unfiltered-unamended",0,0.81875,1.855556,0.378036816304974,0.278779557231602,0.283011206654159,0,0.001,0.002,0.00323083359377412,0.00285116159782034,0.00283809706330896,0.00323511431769579,0.00285873032544946,0.827570003930383,0.691748206359632,0.763624811824566,0.92,0.787,0.795,1.11168843195215,1.1376972036424,1.04108717748506,-0.0282458054119813,0.180696855176058,0.037549782645504
"BLiMMP_sample_0073","BLI20_MA_070","2021-09-10",10.8,"unfiltered-molybdate",0,0.829167,1.861111,0.41742160997753,0.349766026799737,0.343486244852687,0.002,0.001,0,-0.00288923629512771,-0.00257444009639635,-0.00256429305955229,0.00289270264539589,0,0.882664565431442,0.786920594036829,0.849298882357703,0.898,0.785,0.825,1.01737402312175,0.997559354715859,0.971389480355551,0.0237207329567878,0.112619136159639,0.0248886137473558
"BLiMMP_sample_0073","BLI20_MA_071","2021-09-10",10.8,"filtered-unamended",0,0.811111,1.853472,0.38737597731716,0.198541447407122,0.207272816218494,0.001,-0.001,-0.001,-0.00636527277584177,-0.00278555207010724,-0.00265592365822166,-0.00317853550157248,-0.00139098141715437,0.952372244835435,0.598865537528763,0.700263793767511,0.921,0.742,0.814,0.967058841744326,1.23900934934724,1.16241908727077,-0.305516857856566,0.0929601188400948,-0.0918042224732209
"BLiMMP_sample_0073","BLI20_MA_072","2021-09-10",10.8,"filtered-unamended",0,0.805556,1.854167,0.26747191560615,0.230878690606998,0.213290412629511,0,0.002,0,0.00928231005212671,0,-0.000350418434645693,0.00931718789308595,0,0.628944138651389,0.618084293870402,0.667529282097823,0.921,0.754,0.74,1.46435898420939,1.21989833341097,1.10856560130879,0.226737894411866,0.368102056642054,0.147229325021006
"BLiMMP_sample_0074","BLI20_MA_073","2021-09-10",11.9,"unfiltered-unamended",0,0.829861,1.8375,0.746827584637906,0.734864394430411,0.698478700374816,0.002,0.004,0.002,0.00322703956476935,0,-9.37106041911323e-05,0.00647142508073288,0.00145936681453584,0.753624402950892,0.740937341638848,0.693995081734534,0.689,0.556,0.447,0.914248526589839,0.750400835204508,0.644096783629637,0.237985559893856,0.389411619488058,0.189238491899649
"BLiMMP_sample_0074","BLI20_MA_074","2021-09-10",11.9,"unfiltered-molybdate",0,0.823611,1.835417,0.779029189524358,0.75826754504925,0.844024946408817,-0.001,0.002,0.001,0.00467568651409777,0.00139875455934086,0.0012985891980944,0.0031211324976716,0.000699826541629503,0.787789198526341,0.74517879544602,0.843109308189648,0.797,0.689,0.636,1.01169196212755,0.924610313941643,0.75435058517577,0.109283450245893,0.252902122473114,0.161469091878986
"BLiMMP_sample_0074","BLI20_MA_075","2021-09-10",11.9,"unfiltered-unamended",0,0.815972,1.835417,0.865246234841086,0.760516816700857,0.792512677263017,0.013,0.016,0.031,0.00424919126824288,0.0113343870004386,0.011566231952557,0.0228745072852489,0.0198786033820271,0.8181206497117,0.74707156727097,0.800730565134616,0.77,0.608,0.51,0.941181475215596,0.81384438471003,0.636918362063849,0.178151701794295,0.333834354182055,0.213887497860236
